id,director
38618,[b'Carl Schenkel']
18316,[b'Kevin Hooks']
78373,[b'Tim McCanlies']
77514,"[b'Leonid Boyko', b'Vyacheslav Krishtofovich']"
49474,[b'Michael Winterbottom']
4415,[b'Bille August']
39467,[b'James F. Robinson']
55561,[b'Jill Sprecher']
8656,[b'Mimi Leder']
209345,[b'Rodney Gibbons']
58680,[b'Daisy von Scherler Mayer']
35161,[b'Thom Fitzgerald']
35796,[b'John Duigan']
18937,[b'Frederik Du Chau']
929,[b'Roland Emmerich']
9452,[b'Warren Beatty']
1878,[b'Terry Gilliam']
9844,[b'Don Roos']
40505,[b'Michael Martin']
14342,[b'Christopher Guest']
9715,[b'Forest Whitaker']
26610,[b'Erik Skjoldbj\xc3\xa6rg']
20064,[b'Antonio Tibaldi']
40961,[b'Scott Reynolds']
1965,[b'Andrew Davis']
312,[b'Caroline Link']
6068,[b'Ivan Reitman']
15037,"[b'Harry Elfont', b'Deborah Kaplan']"
50043,[b'Des McAnuff']
37636,[b'Lisa Cholodenko']
17044,[b'David Leland']
60951,[b'Lavinia Currier']
21334,[b'Majid Majidi']
416437,[b'Tim Kirkman']
32284,[b'Tiffanie DeBartolo']
51955,[b'Christopher Scott Cherot']
37410,[b'Hal Hartley']
47481,[b'Manuel Pradal']
53765,[b'Noah Baumbach']
10674,"[b'Tony Bancroft', b'Barry Cook']"
136134,[b'Marc Evans']
846,[b'Rob Bowman']
12655,[b'Paddy Breathnach']
3050,[b'Betty Thomas']
1389,[b'Steven Soderbergh']
11020,[b'Peter Weir']
20862,[b'Chris Eyre']
108548,[b'Manoel de Oliveira']
9464,[b'Vincent Gallo']
95,[b'Michael Bay']
944,[b'Richard Donner']
35680,[b'Daisy von Scherler Mayer']
11551,[b'Joe Dante']
473,[b'Darren Aronofsky']
102304,[b'Susan Skoog']
544,"[b'Bobby Farrelly', b'Peter Farrelly']"
10513,[b'Edward D. Wood Jr.']
28966,[b'William A. Wellman']
65203,[b'Harry Beaumont']
143,[b'Lewis Milestone']
42861,[b'Wesley Ruggles']
33680,[b'Edmund Goulding']
56164,[b'Frank Lloyd']
12311,[b'Frank Lloyd']
43277,[b'Robert Z. Leonard']
43278,[b'William Dieterle']
34106,[b'Frank Capra']
43266,[b'John Ford']
27367,[b'William Wyler']
17661,[b'Leo McCarey']
28580,[b'Billy Wilder']
887,[b'William Wyler']
33667,[b'Elia Kazan']
23383,[b'Laurence Olivier']
25430,[b'Robert Rossen']
27191,[b'Cecil B. DeMille']
11426,[b'Fred Zinnemann']
654,[b'Elia Kazan']
15919,[b'Delbert Mann']
1725,"[b'Jerome Robbins', b'Robert Wise']"
5769,[b'Tony Richardson']
874,[b'Fred Zinnemann']
10633,[b'Norman Jewison']
17917,[b'Carol Reed']
3116,[b'John Schlesinger']
1051,[b'William Friedkin']
1366,[b'John G. Avildsen']
12102,[b'Robert Benton']
16619,[b'Robert Redford']
9443,[b'Hugh Hudson']
11050,[b'James L. Brooks']
606,[b'Sydney Pollack']
746,[b'Bernardo Bertolucci']
380,[b'Barry Levinson']
403,[b'Bruce Beresford']
11485,[b'Woody Allen']
466,[b'Alan J. Pakula']
13820,[b'Alex Cox']
15389,[b'Whit Stillman']
13597,[b'Jim Henson']
2108,[b'John Hughes']
10014,[b'Jack Sholder']
10072,[b'Chuck Russell']
10131,[b'Renny Harlin']
10160,[b'Stephen Hopkins']
11284,[b'Rachel Talalay']
4488,[b'Sean S. Cunningham']
9725,[b'Steve Miner']
9728,[b'Steve Miner']
9730,[b'Joseph Zito']
9731,[b'Danny Steinmann']
10225,[b'Tom McLoughlin']
10281,[b'John Carl Buechler']
10283,[b'Rob Hedden']
948,[b'John Carpenter']
11281,[b'Rick Rosenthal']
10676,[b'Tommy Lee Wallace']
11357,[b'Dwight H. Little']
11361,[b'Dominique Othenin-Girard']
36599,[b'Paul Lynch']
39929,[b'Bruce Pittman']
41828,"[b'Peter R. Simpson', b'Ron Oliver']"
41769,[b'Clay Borris']
10585,[b'Tom Holland']
11186,[b'John Lafia']
11187,[b'Jack Bender']
609,[b'Tobe Hooper']
11133,[b'Brian Gibson']
10306,[b'Gary Sherman']
9552,[b'William Friedkin']
11586,[b'John Boorman']
11587,[b'William Peter Blatty']
941,[b'Richard Donner']
942,[b'Richard Donner']
943,[b'Richard Donner']
927,[b'Joe Dante']
928,[b'Joe Dante']
9340,[b'Richard Donner']
9342,[b'Martin Campbell']
38509,[b'Theresa Connelly']
60033,[b'Michael Oblowitz']
12101,[b'Richard Fleischer']
19,[b'Fritz Lang']
165,[b'Robert Zemeckis']
196,[b'Robert Zemeckis']
551,"[b'Ronald Neame', b'Irwin Allen']"
16084,[b'Gary Nelson']
17984,[b'Robert Stevenson']
22328,[b'Vincent McEveety']
32611,"[b'Jack Donohue', b'Austen Jewell']"
3170,"[b'David Hand', b'James Algar', b'Samuel Armstrong', b'William Roberts', b'Paul Satterfield', b'Graham Heid', b'Norman Wright']"
346,[b'Akira Kurosawa']
859,[b'Stephen Frears']
841,[b'David Lynch']
11051,[b'Martin Scorsese']
242,[b'Francis Ford Coppola']
1411,[b'Michael Tolkin']
9769,[b'Adrian Lyne']
9424,[b'David Nutter']
9835,[b'Jim Abrahams']
857,[b'Steven Spielberg']
17539,"[b""Tommy O'Haver""]"
44322,[b'Zhang Yuan']
22777,[b'Vincent McEveety']
20173,[b'Robert Butler']
10957,"[b'Ted Berman', b'Richard Rich']"
9570,[b'Gary Nelson']
16249,[b'Robert Stevenson']
13962,[b'Rupert Wainwright']
14612,[b'Norman Tokar']
19378,[b'Norman Tokar']
65157,[b'Jeff Blyth']
29228,[b'Robert Butler']
19379,[b'Charles Jarrott']
11164,[b'Sam Weisman']
18887,[b'Robert Stevenson']
40866,[b'Steven Hilliard Stern']
24736,[b'Mikael Salomon']
10122,[b'Randal Kleiser']
24816,[b'Robert Stevenson']
9994,"[b'Ron Clements', b'Burny Mattinson', b'David Michener', b'John Musker']"
25445,[b'Norman Tokar']
12129,[b'Vincent McEveety']
14140,[b'Vincent McEveety']
10439,[b'Kenny Ortega']
11158,[b'Randal Kleiser']
9354,[b'Joe Johnston']
28736,[b'Robert Butler']
34774,[b'Robert Stevenson']
37969,[b'Fletcher Markle']
9631,[b'F. Gary Gray']
9820,[b'Nancy Meyers']
14013,[b'David Zucker']
36606,[b'Sarah Kelly']
96196,[b'Sandra Goldbacher']
98505,[b'Beno\xc3\xaet Jacquot']
1779,[b'Michael Moore']
10849,[b'Woody Allen']
678,[b'Jacques Tourneur']
907,[b'David Lean']
5961,[b'Ingmar Bergman']
47908,[b'Peter Masterson']
42121,[b'Bruce Beresford']
2887,[b'Roger Spottiswoode']
11974,[b'Joe Dante']
20348,[b'Kevin Reynolds']
26648,[b'Liliana Cavani']
11911,[b'Istv\xc3\xa1n Szab\xc3\xb3']
793,[b'David Lynch']
35144,[b'Jeremy Kagan']
9325,[b'Wolfgang Reitherman']
43037,[b'Robert Stevenson']
10340,"[b'Hamilton Luske', b'Wilfred Jackson', b'Clyde Geronimi']"
10144,"[b'Ron Clements', b'John Musker']"
10414,[b'Stephen Herek']
10437,[b'Brian Henson']
15300,[b'Kenny Ortega']
12230,"[b'Hamilton Luske', b'Wolfgang Reitherman', b'Clyde Geronimi']"
13380,[b'Phillip Borsos']
10693,"[b'Clyde Geronimi', b'Wilfred Jackson', b'Hamilton Luske']"
11335,[b'Robert Altman']
11135,"[b'Hendel Butoy', b'Mike Gabriel']"
11319,"[b'John Lounsbery', b'Wolfgang Reitherman', b'Art Stevens']"
14822,[b'John Hough']
15969,"[b'Alan Zaslove', b'Tad Stones', b'Toby Shelton']"
13155,[b'Walter Murch']
10249,[b'Joe Johnston']
15943,[b'Robert Stevenson']
10882,"[b'Clyde Geronimi', b'Wolfgang Reitherman', b'Les Clark', b'Eric Larson']"
24808,[b'Jack Clayton']
19762,[b'Robert Stevenson']
13850,"[b'Harve Foster', b'Wilfred Jackson']"
2619,[b'Ron Howard']
65158,[b'Xavier Koller']
53565,[b'Walt Disney']
41841,[b'Jeremiah S. Chechik']
27332,[b'Tim Hunter']
97,[b'Steven Lisberger']
10419,[b'Thomas Carter']
11675,[b'Steve Miner']
2107,[b'Mick Jackson']
6471,[b'Carl Reiner']
9442,[b'Carl Reiner']
11591,[b'Carl Reiner']
13697,[b'Lawrence Kasdan']
19158,[b'Ralph S. Singleton']
227,[b'Francis Ford Coppola']
87,[b'Steven Spielberg']
123,[b'Ralph Bakshi']
9314,[b'Michael Radford']
11336,[b'David Cronenberg']
9980,[b'Stephen King']
10657,[b'Fraser Clarke Heston']
10489,[b'Lewis Teague']
10823,[b'Fritz Kiersch']
11497,"[b'Gary Goldman', b'Don Bluth', b'Dan Kuenster']"
2907,[b'Barry Sonnenfeld']
9454,[b'Andy Tennant']
8688,[b'Brian De Palma']
118452,[b'Jesse Peretz']
16155,[b'John Hamburg']
48894,[b'Ulrike Koch']
23954,[b'Louis Malle']
12761,[b'Ingmar Bergman']
396,[b'Mike Nichols']
14367,[b'Chris Columbus']
11814,[b'John Hughes']
16081,[b'Richard Fleischer']
18331,[b'Jerry Lewis']
15171,"[b'Charles A. Nichols', b'Iwao Takamoto']"
11837,[b'Martin Rosen']
11704,[b'Don Bluth']
11639,"[b'Jim Henson', b'Frank Oz']"
4978,[b'Don Bluth']
10380,"[b'Phil Nibbelink', b'Simon Wells']"
11976,[b'Ridley Scott']
15144,[b'John Hughes']
11522,[b'Howard Deutch']
11557,[b'Joel Schumacher']
13853,[b'Michael Chapman']
11415,[b'Steve Miner']
37530,[b'Ethan Wiley']
8393,[b'Jamie Uys']
11937,[b'Jamie Uys']
21661,[b'Richard Martin']
9320,[b'Jeremiah S. Chechik']
33644,[b'Kevin Rodney Sullivan']
14662,[b'Tamara Jenkins']
125124,[b'Pupi Avati']
115872,[b'Bigas Luna']
39930,[b'Chuck Parello']
10692,[b'John McNaughton']
805,[b'Roman Polanski']
34584,[b'Wolfgang Petersen']
34636,[b'George T. Miller']
2182,[b'John De Bello']
28070,[b'Peter George']
77469,[b'Neil LaBute']
10278,[b'Joseph Ruben']
36647,[b'Stephen Norrington']
17915,[b'Randa Haines']
14557,[b'Alan Cohn']
9417,[b'Pat Proft']
41469,[b'Brad Anderson']
19381,[b'Sarah Kernochan']
34637,[b'Vincent Ward']
4011,[b'Tim Burton']
161795,[b'Henry Jaglom']
1580,[b'Alfred Hitchcock']
5854,[b'Alfred Hitchcock']
573,[b'Alfred Hitchcock']
2370,[b'Alfred Hitchcock']
5780,[b'Alfred Hitchcock']
506,[b'Alfred Hitchcock']
22527,[b'Alfred Hitchcock']
574,[b'Alfred Hitchcock']
11219,[b'Alfred Hitchcock']
30159,[b'Alfred Hitchcock']
845,[b'Alfred Hitchcock']
1978,[b'Alfred Hitchcock']
3682,[b'Mark Christopher']
51942,[b'Bill Plympton']
46702,[b'Gregory Nava']
54795,[b'Robert Bierman']
46748,[b'Fran\xc3\xa7ois Ozon']
847,[b'Ron Howard']
117,[b'Brian De Palma']
14577,[b'Bob Saget']
37498,[b'Tsui Hark']
38621,[b'William Nicholson']
59138,[b'Iara Lee']
28047,[b'Danny Cannon']
4175,[b'Alfred Hitchcock']
31667,[b'Alfred Hitchcock']
13321,[b'Alfred Hitchcock']
21734,[b'Alfred Hitchcock']
31997,[b'Alfred Hitchcock']
24197,[b'Alfred Hitchcock']
11462,[b'Alfred Hitchcock']
31995,[b'Alfred Hitchcock']
940,[b'Alfred Hitchcock']
2762,[b'Alfred Hitchcock']
12684,[b'Alfred Hitchcock']
2761,[b'Alfred Hitchcock']
8208,[b'Alfred Hitchcock']
52907,[b'Alfred Hitchcock']
15007,[b'Alfred Hitchcock']
36049,[b'Alfred Hitchcock']
52748,[b'Alfred Hitchcock']
75793,"[b'Alfred Hitchcock', b'Jack Hulbert', b'Paul Murray', b'Andr\xc3\xa9 Charlot']"
47695,[b'Alfred Hitchcock']
31930,[b'Alfred Hitchcock']
20213,[b'Alfred Hitchcock']
543,[b'Alfred Hitchcock']
36054,[b'Alfred Hitchcock']
143750,[b'Francis Lee']
52782,[b'Alfred Hitchcock']
36055,[b'Alfred Hitchcock']
36056,[b'Alfred Hitchcock']
2760,[b'Alfred Hitchcock']
64398,[b'Alfred Hitchcock']
10220,[b'John Dahl']
431,[b'Vincenzo Natali']
31641,[b'Timothy Hutton']
223318,[b'Troy Byer']
69848,[b'Lance Hool']
22796,[b'Mark Steven Johnson']
22256,[b'Robert Towne']
37550,[b'Lina Wertm\xc3\xbcller']
37916,[b'Lina Wertm\xc3\xbcller']
21873,[b'Tony Bill']
21500,[b'Lewis John Carlino']
84116,[b'Randal Kleiser']
12626,[b'James L. Brooks']
37818,[b'Tamar Simon Hoffs']
3525,[b'Mike Nichols']
129628,"[b""Pat O'Connor""]"
2321,[b'Jonathan Demme']
2028,[b'Cameron Crowe']
16384,[b'Herbert Ross']
91217,[b'Paul Brickman']
77314,[b'Peter Sellars']
10699,[b'Stephen Frears']
11597,[b'Barry Levinson']
218624,[b'Silvio Narizzano']
47947,[b'Garry Marshall']
48311,[b'Charles Band']
44772,[b'Jerry Schatzberg']
14347,[b'Stanley Donen']
41090,[b'Emilio Estevez']
18282,[b'Savage Steve Holland']
18169,[b'Edward Zwick']
11082,[b'Carl Schultz']
5971,[b'Neil Jordan']
11933,[b'Dan Aykroyd']
20096,[b'Terry Hughes']
30815,[b'Alan Rudolph']
881,[b'Rob Reiner']
4478,[b'Adrian Lyne']
22318,[b'David Veloz']
53113,[b'Carl Franklin']
2109,[b'Brett Ratner']
122289,[b'Jerzy Domaradzki']
24746,[b'Lance Mungia']
72987,[b'James Ivory']
193103,[b'Ramin Niami']
8195,[b'John Frankenheimer']
9877,[b'Jamie Blanks']
26618,[b'David Dobkin']
21132,[b'Ted Demme']
11855,[b'John Waters']
24016,[b'Bernardo Bertolucci']
14785,[b'Shekhar Kapur']
14794,[b'Lindsay Anderson']
3486,"[b'Piers Haggard', b'Richard Quine', b'Peter Sellers']"
11071,[b'Gordon Douglas']
1091,[b'John Carpenter']
10403,[b'Robert Altman']
11337,[b'Woody Allen']
162,[b'Tim Burton']
25723,[b'Jason Bloom']
73351,[b'Susanna Styron']
8916,"[b'Eric Darnell', b'Tim Johnson']"
28134,[b'Stanley Tucci']
9429,[b'John Fortenberry']
12159,[b'Vincent Ward']
27791,[b'John Pieplow']
43106,[b'Charles Crichton']
30197,[b'Mel Brooks']
10156,[b'Mel Brooks']
10377,[b'Jonathan Lynn']
3121,[b'Robert Altman']
4975,[b'John Maybury']
37532,[b'Marc Levin']
9713,[b'Stephen Herek']
134368,[b'Bruno Barreto']
85837,[b'Arthur Marks']
1039,[b'Stefan Ruzowitzky']
9821,[b'Peter Chelsom']
4437,[b'Peter Hyams']
1890,[b'Randa Haines']
1955,[b'David Lynch']
39437,[b'Jonathan Demme']
11932,[b'Ronny Yu']
6435,[b'Griffin Dunne']
108316,[b'Evan Dunsky']
10683,[b'Todd Solondz']
63709,[b'William Ryan']
9445,[b'Bryan Singer']
2657,[b'Gary Ross']
9425,[b'Paul W.S. Anderson']
32326,[b'Bennett Miller']
637,[b'Roberto Benigni']
8675,[b'Trey Parker']
125762,[b'Ra\xc3\xbal Ruiz']
20701,[b'John Harrison']
9945,[b'John Carpenter']
73,[b'Tony Kaye']
18603,[b'S.R. Bindler']
46889,[b'Richard LaGravenese']
12888,[b'Hype Williams']
3033,[b'Bill Condon']
9882,[b'Edward Zwick']
10663,[b'Frank Coraci']
4518,[b'Shekhar Kapur']
1808,[b'Todd Haynes']
3600,[b'Danny Cannon']
17037,[b'Arlene Sanford']
297,[b'Martin Brest']
5332,"[b""Pat O'Connor""]"
21589,[b'Bruce McDonald']
8336,[b'J. Todd Anderson']
11893,[b'Andrei Konchalovsky']
123056,[b'Eugene Corr']
12223,[b'Bryan Forbes']
32081,[b'Stuart Rosenberg']
14924,[b'Alex Cox']
10002,[b'Neil Jordan']
41817,[b'James D. Parriott']
19426,[b'Federico Fellini']
12560,[b'Lawrence Kasdan']
9798,[b'Tony Scott']
14444,"[b'Norton Virgien', b'Igor Kovalyov']"
9487,[b'John Lasseter']
9466,[b'Woody Allen']
666,[b'Walter Salles']
2042,[b'Predrag Antonijevi\xc4\x87']
10162,[b'Kirk Jones']
309,[b'Thomas Vinterberg']
692,[b'John Waters']
24018,[b'Edward D. Wood Jr.']
1678,[b'Ishir\xc3\xb4 Honda']
39256,"[b'Koji Hashimoto', b'R.J. Kizer']"
1680,[b'Ishir\xc3\xb4 Honda']
244,"[b'Merian C. Cooper', b'Ernest B. Schoedsack']"
10730,[b'John Guillermin']
31947,[b'John Guillermin']
8130,[b'Susan Seidelman']
11532,[b'John Boorman']
9749,[b'Michael Ritchie']
14628,[b'Michael Ritchie']
9626,[b'Richard Fleischer']
13698,[b'Ron Howard']
10466,[b'Richard Benjamin']
707,[b'John Glen']
11954,[b'Tobe Hooper']
9336,[b'Hugh Wilson']
10157,[b'Jerry Paris']
12118,[b'Jerry Paris']
10587,[b'Jim Drake']
11825,[b'Alan Myerson']
11895,[b'Peter Bonerz']
9447,[b'George Miller']
12257,[b'Dean Parisot']
37536,[b'Neil Abramson']
10029,[b'Peter Berg']
27104,[b'Ferzan Ozpetek']
11252,[b'Gus Van Sant']
8545,[b'Mark Herman']
10223,[b'Sam Raimi']
9745,[b'Troy Miller']
200,[b'Jonathan Frakes']
9837,"[b'Brenda Chapman', b'Steve Hickner', b'Simon Wells']"
11545,[b'Wes Anderson']
1934,[b'John Madden']
110643,[b'Glenn A. Jordan']
11881,[b'George Seaton']
13764,[b'Jeannot Szwarc']
24951,[b'John D. Hancock']
8879,[b'Clint Eastwood']
1369,[b'George P. Cosmatos']
1368,[b'Ted Kotcheff']
1370,[b'Peter MacDonald']
10303,[b'Lewis Teague']
9326,[b'Robert Zemeckis']
10328,[b'Ron Howard']
11285,[b'Daniel Petrie']
1367,[b'Sylvester Stallone']
1371,[b'Sylvester Stallone']
1374,[b'Sylvester Stallone']
1375,[b'John G. Avildsen']
15196,[b'Jonathan Lynn']
11904,[b'Barry Levinson']
215875,[b'Jack Fisk']
15596,[b'Alan Metter']
13818,[b'Mike Nichols']
29968,[b'Garry Marshall']
44326,[b'Robert M. Young']
1885,[b'John G. Avildsen']
8856,[b'John G. Avildsen']
10495,[b'John G. Avildsen']
5825,[b'Jeremiah S. Chechik']
9489,[b'Nora Ephron']
16885,[b'John Boorman']
76857,[b'Paul Greengrass']
8741,[b'Terrence Malick']
9276,[b'Robert Rodriguez']
9822,[b'Ron Underwood']
39314,[b'Ernest B. Schoedsack']
10312,[b'Tom Shadyac']
9441,[b'Chris Columbus']
9422,[b'Steven Zaillian']
125582,[b'Maya Angelou']
24525,[b'Anthony Drazan']
10368,[b'Franco Zeffirelli']
11365,[b'Brian Gilbert']
140897,[b'J.S. Cardone']
31662,[b'Paul Schrader']
36136,[b'Larry Clark']
1363,[b'Stephen Frears']
46992,[b'Anand Tucker']
825,[b'Willard Carroll']
22913,[b'Shane Meadows']
15556,[b'Irwin Winkler']
28902,[b'Neil Jordan']
14709,[b'Brian Robbins']
9423,[b'John Bruno']
14443,[b'Rod Amateau']
10658,[b'Willard Huyck']
6917,[b'Tibor Tak\xc3\xa1cs']
40729,[b'Tibor Tak\xc3\xa1cs']
24086,[b'Nick Castle']
11815,[b'Kurt Neumann']
9426,[b'David Cronenberg']
10344,[b'Chris Walas']
15698,[b'Peter Hyams']
2620,[b'Mark L. Lester']
30497,[b'Tobe Hooper']
16337,[b'Tobe Hooper']
25018,[b'Jeff Burr']
16780,[b'Kim Henkel']
12151,"[b'Jim Abrahams', b'David Zucker', b'Jerry Zucker']"
25438,[b'Charles Martin Smith']
33278,[b'Wes Craven']
274253,[b'Glen Pitre']
192,[b'Jean-Jacques Annaud']
10945,[b'Penny Marshall']
10013,[b'Francis Ford Coppola']
9671,[b'Peter Faiman']
9396,[b'John Cornell']
11038,[b'Jeff Kanew']
12278,[b'Steve Miner']
11873,[b'Martin Scorsese']
18588,[b'John Frankenheimer']
10015,[b'Clint Eastwood']
12715,[b'J. Lee Thompson']
8388,[b'John Landis']
45712,[b'Sidney Lumet']
6187,[b'Anne Fontaine']
8129,[b'Ken Loach']
1618,[b'Brian Gibson']
10722,[b'\xc3\x81lex de la Iglesia']
296543,[]
10314,[b'Robert Iscove']
125548,[b'Nancy Savoca']
47139,[b'Joe Carnahan']
11167,[b'Michael Powell']
170187,[b'Daphna Kastner']
2112,[b'Brian Helgeland']
16172,[b'Mark Tarlov']
111794,[b'Myles Berkowitz']
9524,[b'Joseph Vilsmaier']
20595,[b'James Moll']
16306,[b'Ren\xc3\xa9 Laloux']
11622,[b'Hugh Wilson']
10207,[b'Luis Mandoki']
9849,[b'Donald Petrie']
82865,[b'Julia Sweeney']
18892,[b'Darren Stein']
13466,[b'Joe Johnston']
1542,[b'Mike Judge']
43978,[b'Samira Makhmalbaf']
15256,[b'Risa Bramon Garcia']
8224,[b'Joel Schumacher']
18417,[b'Garry Marshall']
12479,[b'Alan Rudolph']
15031,[b'Eric Meza']
15209,[b'Michael Davis']
26425,[b'Richard Wenk']
1847,[b'Robert Altman']
42113,[b'Sh\xc3\xb4hei Imamura']
8913,[b'Mary Lambert']
10906,[b'Mary Lambert']
25748,[b'David Price']
25749,[b'James D.R. Hickox']
8769,[b'John Carpenter']
14742,[b'Ron Howard']
15856,[b'William Castle']
10671,[b'George Seaton']
27932,[b'Jack Smight']
7227,[b'Jerry Jameson']
10670,[b'James Goldstone']
5919,[b'John Guillermin']
33518,[b'Lewis Teague']
40160,[b'Ronald Neame']
2362,[b'Michael Crichton']
10803,[b'Michael Anderson']
871,[b'Franklin J. Schaffner']
1685,[b'Ted Post']
1705,[b'J. Lee Thompson']
1688,[b'J. Lee Thompson']
1687,[b'Don Taylor']
166680,"[b'Corey Allen', b'Lewis Teague']"
11123,[b'Mark Robson']
29723,[b'David Lowell Rich']
31638,[b'Irwin Allen']
113286,[]
9535,[b'Harold Ramis']
9455,[b'James Foley']
796,[b'Roger Kumble']
100,[b'Guy Ritchie']
47501,[b'Adam Bernstein']
77936,[b'Beno\xc3\xaet Jacquot']
84586,[b'P.J. Castellaneta']
30943,[b'Ulu Grosbard']
107946,[b'Stuart Burkin']
7341,[b'Katt Shea']
10350,[b'Christopher Roberts']
11772,[b'Robert Wise']
9540,[b'David Cronenberg']
31503,[b'Bob Balaban']
11773,[b'Wolf Rilla']
30202,[b'Anton Leader']
22345,[b'Bob Clark']
53685,[b'Robert DeFranco']
1567,[b'Gaspar No\xc3\xa9']
1641,[b'Bronwen Hughes']
47288,[b'Richard Rich']
10212,[b'Antonia Bird']
10354,[b'Clint Eastwood']
11526,[b'Katja von Garnier']
8583,[b'Marshall Herskovitz']
123728,[b'Barry J. Hershey']
16520,[b'Walter Lang']
16508,[b'Maurice Joyce']
11374,[b'Ron Howard']
16379,[b'Scott Silver']
125123,[b'Sam Miller']
28029,[b'Tony Goldwyn']
603,"[b'Lana Wachowski', b'Lilly Wachowski']"
4951,[b'Gil Junger']
65749,[b'Carlos Saura']
8970,[b'Sam Weisman']
9840,[b'Erick Zonca']
186705,[b'Marion Vernoux']
30950,[b'Philip Saville']
70687,[b'Hilary Brougher']
11660,[b'Christopher Nolan']
9430,[b'Doug Liman']
11355,[b'Raja Gosnell']
18764,"[b'Tsui Hark', b'Ringo Lam']"
9465,[b'Robert Altman']
27455,[b'Dave Meyers']
1414,[b'Julio M\xc3\xa9dem']
49981,[b'Roland Joff\xc3\xa9']
6522,[b'Ted Demme']
114719,[b'George Haas']
10209,[b'Gillies MacKinnon']
25512,"[b'Olivier Ducastel', b'Jacques Martineau']"
143299,[b'Bradley Battersby']
22826,[b'Roberto Benigni']
1902,[b'Alejandro Amen\xc3\xa1bar']
445590,[b'Dariusz Jab\xc5\x82o\xc5\x84ski']
6396,[b'James Merendino']
39964,[b'Jeff Pollack']
12596,[b'Mike Newell']
9451,[b'Alexander Payne']
1946,[b'David Cronenberg']
89522,[b'Peter Duncan']
42230,[b'Ho Meng-Hua']
139445,[b'Robert Lepage']
74140,[b'Jennifer Baichwal']
1844,[b'Jon Amiel']
6552,[b'Rodman Flender']
24584,[b'Simon Shore']
213985,[b'Scott Reynolds']
25471,[b'Wu Tian-Ming']
4154,[b'Tony Bui']
28519,[b'David Mamet']
3309,[b'Michael Curtiz']
18462,[b'Thom Eberhardt']
28941,[b'Jim Wynorski']
18252,[b'Jonathan R. Betuel']
8592,[b'Warren Beatty']
564,[b'Stephen Sommers']
13852,[b'Rob Sitch']
140519,[b'Linda Kandel']
25232,[b'Paul Quinn']
33194,[b'Joan Chen']
10210,[b'Michael Hoffman']
53862,[b'David Raynr']
17962,[b'Hirokazu Koreeda']
9460,[b'Daniel Lee']
4927,[b'David Moreton']
122190,"[b'Leslie Woodhead', b'Bud Greenspan']"
1893,[b'George Lucas']
31342,[b'Peter Chan']
44297,[b'Bernardo Bertolucci']
95627,[b'Amos Poe']
8785,[b'Wojciech Has']
15849,[b'Karl Freund']
18990,[b'Terence Fisher']
29242,[b'Leslie Goodwins']
29243,[b'Reginald Le Borg']
31498,[b'Christy Cabanne']
29239,[b'Harold Young']
15660,[b'Frank Perry']
1924,[b'Richard Donner']
8536,[b'Richard Lester']
9531,[b'Richard Lester']
11411,[b'Sidney J. Furie']
138,[b'Tod Browning']
30793,[b'Erle C. Kenton']
3103,[b'Erle C. Kenton']
3035,[b'James Whale']
3077,[b'Rowland V. Lee']
3074,[b'Erle C. Kenton']
3076,[b'Roy William Neill']
3079,[b'Terence Fisher']
32023,[b'Robert Siodmak']
13666,[b'George Waggner']
29794,[b'Philippe Mora']
9077,[b'Jack Arnold']
36685,[b'Jim Sharman']
43391,[b'Mikel Conrad']
30168,"[b'Andrew Solt', b'Malcolm Leo']"
10785,[b'Christian Nyby']
19483,[b'Jack Arnold']
8974,[b'Byron Haskin']
29959,[b'Robert Gordon']
11549,[b'Don Siegel']
18158,[b'Fred F. Sears']
27625,[b'Roger Corman']
41516,[b'Virgil W. Vogel']
17918,[b'Wes Craven']
37305,[b'Lewis Milestone']
18784,[b'Robert Wise']
509,[b'Roger Michell']
1090,[b'Josef Rusnak']
24858,[b'Theo Angelopoulos']
15059,[b'Mike Figgis']
55912,[b'Mar\xc3\xada Ripoll']
12117,[b'Jon Turteltaub']
11779,[b'Wim Wenders']
41730,[b'Morgan J. Freeman']
84198,"[b'Kristi Jacobson', b'Lori Silverbush']"
100568,[b'William Roth']
13533,[b'Robert Meyer Burnett']
62676,[b'John Sayles']
817,[b'Jay Roach']
265966,[b'Alain Zaloum']
91598,[b'Yvan Le Moine']
14283,[b'Fran\xc3\xa7ois Girard']
37135,"[b'Kevin Lima', b'Chris Buck']"
2275,[b'Simon West']
68426,[b'Andrew J. Kuehn']
24137,[b'Oliver Parker']
10376,[b'Giuseppe Tornatore']
104,[b'Tom Tykwer']
15800,[b'Roger Nygard']
9032,[b'Dennis Dugan']
13821,[b'Rowan Woods']
9421,[b'Francis Veber']
55955,[b'Udayan Prasad']
67067,[b'John Tatoulis']
6488,[b'Frank Marshall']
9473,[b'Trey Parker']
8487,[b'Barry Sonnenfeld']
10279,[b'Spike Lee']
125263,[b'Scott Ziehl']
2767,[b'Leos Carax']
78568,[b'Olivier Assayas']
2105,"[b'Chris Weitz', b'Paul Weitz']"
1073,[b'Mark Pellington']
10239,[b'\xc3\x89ric Rohmer']
10208,[b'Tim Hill']
2667,"[b'Daniel Myrick', b'Eduardo S\xc3\xa1nchez']"
48958,[b'Hugh Hudson']
345,[b'Stanley Kubrick']
9825,[b'Steve Miner']
16158,[b'Rick Famuyiwa']
133575,[b'Dan Ireland']
620,[b'Ivan Reitman']
